,names,stars,price_details,memory,camara_info,display,battery,processor
19,"MOTOROLA g52 (Charcoal Grey, 128 GB)",4.2,"₹12,999
₹19,99935% off",6 GB RAM | 128 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
29,"MOTOROLA g31 (Baby Blue, 64 GB)",4.2,"₹9,499
₹13,99932% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 2MP | 13MP Front Camera,16.26 cm (6.4 Inch) Full HD+ Display,5000 mAh LiPo Battery,Mediatek Helio G85 Processor
36,Nokia 105 SS,4.2,"₹1,299
₹1,59918% off",32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,800 mAh Lithium Ion Battery,SC6531E Processor
39,"MOTOROLA G32 (Mineral Gray, 64 GB)",4.2,"₹10,499
₹16,99938% off",4 GB RAM | 64 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
41,"MOTOROLA g31 (Meteorite Grey, 64 GB)",4.2,"₹9,499
₹13,99932% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 2MP | 13MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,5000 mAh LiPo Battery,Mediatek Helio G85 Processor
48,"POCO M4 Pro 5G (Cool Blue, 64 GB)",4.2,"₹12,999
₹16,99923% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
49,"MOTOROLA G62 5G (Midnight Gray, 128 GB)",4.2,"₹14,999
₹21,99931% off",6 GB RAM | 128 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor
57,"MOTOROLA g52 (Metallic White, 64 GB)",4.2,"₹10,999
₹17,99938% off",4 GB RAM | 64 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
64,"POCO M4 Pro 5G (Cool Blue, 128 GB)",4.2,"₹15,999
₹21,99927% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
72,"MOTOROLA e40 (Carbon Gray, 64 GB)",4.2,"₹8,999
₹10,99918% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,UNISOC T700 Processor
100,"POCO M4 5G (Power Black, 128 GB)",4.2,"₹13,999
₹18,99926% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
102,"POCO M4 5G (Cool Blue, 128 GB)",4.2,"₹13,999
₹18,99926% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
104,"MOTOROLA g42 (Metallic Rose, 64 GB)",4.2,"₹10,999
₹16,99935% off",4 GB RAM | 64 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.43 cm (6.47 inch) Full HD+ AMOLED Display,5000 mAh Lithium polymer Battery,Qualcomm Snapdragon 680 Processor
106,"POCO M4 Pro 5G (Power Black, 128 GB)",4.2,"₹15,999
₹21,99927% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
125,"realme C35 (Glowing Black, 128 GB)",4.2,"₹13,999
₹15,99912% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 0.3MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
126,"realme C35 (Glowing Green, 128 GB)",4.2,"₹13,999
₹15,99912% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 0.3MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
130,"REDMI 10 (Pacific Blue, 128 GB)",4.2,"₹11,999
₹16,99929% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP | 5MP Front Camera,17.02 cm (6.7 inch) HD+ Display,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
133,"POCO M4 Pro 5G (Cool Blue, 128 GB)",4.2,"₹15,499
₹19,99922% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
148,"Infinix Hot 20 5G (Blaster Green, 128 GB)",4.2,"₹12,999
₹19,99935% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + AI Lens | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Li-ion Polymer Battery,Dimensity 810 Processor
152,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4.2,"₹14,999
₹22,99934% off",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor
158,"POCO M4 5G (Yellow, 64 GB)",4.2,"₹11,999
₹15,99925% off",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
160,"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",4.2,"₹19,199
₹23,99920% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 695 5G Processor
162,"MOTOROLA g82 5G(White Lily, 128 GB)",4.2,"₹19,199
₹23,99920% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 695 5G Processor
168,"POCO M4 Pro 5G (Yellow, 128 GB)",4.2,"₹14,999
₹19,99925% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
173,"POCO M4 5G (Power Black, 64 GB)",4.2,"₹11,999
₹15,99925% off",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
176,"MOTOROLA g31 (Baby Blue, 128 GB)",4.2,"₹11,999
₹16,99929% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 2MP | 13MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,5000 mAh LiPo Battery,Mediatek Helio G85 Processor
180,"SAMSUNG GALAXY M13 (Midnight Blue, 64 GB)",4.2,"₹10,980
₹14,99926% off",4 GB RAM | 64 GB ROM,50MP Rear Camera,16.76 cm (6.6 inch) Display,6000 mAh Battery,12 Months Warranty
187,SAMSUNG Guru Music 2,4.2,"₹2,074",NA ROM,800 mAh Battery,5.08 cm (2 inch) QVGA Display,1 Year Manufacturer Warranty,
204,"REDMI 9 Activ (Coral Green, 128 GB)",4.2,"₹10,499
₹12,99919% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,13MP + 2MP | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G35 Processor
205,"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)",4.2,"₹17,018
₹24,99931% off",6 GB RAM | 128 GB ROM,50MP Rear Camera,16.76 cm (6.6 inch) Display,6000 mAh Battery,1 Year Warranty
209,"Infinix Note 12 5G (Force Black, 64 GB)",4.2,"₹12,999
₹19,99935% off",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor
211,"Infinix Note 12 5G (Snowfall, 64 GB)",4.2,"₹12,999
₹19,99935% off",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor
212,"MOTOROLA g42 (Atlantic Green, 64 GB)",4.2,"₹10,999
₹16,99935% off",4 GB RAM | 64 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.43 cm (6.47 inch) Full HD+ AMOLED Display,5000 mAh Lithium polymer Battery,Qualcomm Snapdragon 680 Processor
214,LAVA GEM,4.2,"₹1,679
₹1,89911% off",0 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1750 mAh Battery,NA Processor
215,"REDMI 10 Prime (Phantom Black, 128 GB)",4.2,"₹12,999
₹16,99923% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) Full HD Display,6000 mAh Battery,Helio G88 Processor
217,LAVA Gem,4.2,"₹1,679
₹1,90611% off",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1750 mAh Battery,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
231,"POCO X4 Pro 5G (Yellow, 128 GB)",4.2,"₹16,999
₹23,99929% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,64MP + 8MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
252,"REDMI 9 Activ (Carbon Black, 128 GB)",4.2,"₹10,499
₹12,99919% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,13MP + 2MP | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G35 Processor
265,"SAMSUNG GALAXY M13 (Aqua Green, 64 GB)",4.2,"₹11,099
₹14,99926% off",4 GB RAM | 64 GB ROM,50MP Rear Camera,16.76 cm (6.6 inch) Display,6000 mAh Battery,1 Year Warranty
266,"Infinix Hot 20 5G (Racing Black, 128 GB)",4.2,"₹12,999
₹19,99935% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + AI Lens | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Li-ion Polymer Battery,Dimensity 810 Processor
268,LAVA A3 Power,4.2,"₹1,329",0 GB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,2575 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box
270,LAVA A3,4.2,"₹1,249",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1750 mAh Battery,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
273,"POCO M4 5G (Yellow, 128 GB)",4.2,"₹13,999
₹18,99926% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
274,"REDMI 10 (Caribbean Green, 128 GB)",4.2,"₹11,999
₹16,99929% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP | 5MP Front Camera,17.02 cm (6.7 inch) HD+ Display,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
283,"Infinix Note 12 Pro 5G (Snowfall, 128 GB)",4.2,"₹16,999
₹24,99932% off",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,108MP + 2MP (Depth) + 2MP (Macro) | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor
299,"realme 10 (Rush Black, 64 GB)",4.2,"₹13,999
₹15,99912% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor
321,Micromax S115,4.2,"₹928
₹1,59941% off",32 MB RAM | 32 MB ROM,800 mAh Battery,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,
328,"MOTOROLA edge 30 (Meteor Grey, 128 GB)",4.2,"₹23,199
₹30,99925% off",6 GB RAM | 128 GB ROM,50MP + 50MP + 2MP | 32MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4020 mAh Lithium Battery,Qualcomm Snapdragon 778G Plus Processor
340,LAVA A3,4.2,"₹1,315
₹1,3996% off",0 GB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1750 mAh Battery,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
341,"SAMSUNG Galaxy M32 Prime Edition (Light Blue, 64 GB)",4.2,"₹12,587
₹16,99925% off",4 GB RAM | 64 GB ROM,64MP Rear Camera,16.26 cm (6.4 inch) Display,6000 mAh Battery,12 Months Warranty
343,Motorola a10,4.2,"₹1,449",0 MB ROM | Expandable Upto 32 GB,1750 mAh Battery,4.57 cm (1.8 inch) Quarter QVGA Display,2 Year Replacement,
349,"MOTOROLA e13 (Aurora Green, 64 GB)",4.2,"₹6,999
₹9,99930% off",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,Unisoc T606 Processor
356,"vivo Y16 (Steller Black, 64 GB)",4.2,"₹10,999
₹13,99921% off",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 5MP Front Camera,16.54 cm (6.51 inch) HD+ Display,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
367,Nokia TA-1010/105,4.2,"₹1,359
₹1,59915% off",4 MB RAM | 4 MB ROM,800 mAh Lithium Ion Battery,4.5 cm (1.77 inch) Quarter QVGA Display,Brand Warranty of 1 Year Available for Mobile,
371,"Infinix Hot 12 Pro (Racing Black, 64 GB)",4.2,"₹9,799
₹13,99930% off",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,50 MP + Depth Lens | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
372,"SAMSUNG Galaxy S20 FE 5G (Cloud Navy, 128 GB)",4.2,"₹31,175
₹74,99958% off",8 GB RAM | 128 GB ROM,12MP Rear Camera,16.51 cm (6.5 inch) Display,4500 mAh Battery,1 Year Warranty
376,"Infinix Zero 20 (Glitter Gold, 128 GB)",4.2,"₹15,999
₹24,99936% off",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,108MP + 13MP + 2MP | 60 MP with OIS,17.02 cm (6.7 inch) Full HD+ Display,4500 mAh Lithium-ion Polymer Battery,Mediatek G99 Processor
380,"REDMI Note 11S (Horizon Blue, 128 GB)",4.2,"₹16,395
₹21,99925% off",8 GB RAM | 128 GB ROM,108MP Rear Camera,16.33 cm (6.43 inch) Display,5000 mAh Battery,1 Year Warranty
381,"Infinix Hot 12 Pro (Halo White, 64 GB)",4.2,"₹9,799
₹13,99930% off",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,50 MP + Depth Lens | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
384,"Infinix Note 12 (Jewel Blue, 64 GB)",4.2,"₹11,299
₹15,99929% off",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,50MP + 2MP Depth + AI Lens | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Li-ion Polymer Battery,MediaTek Helio G88 Processor
385,"Infinix Note 12 (Force Black, 64 GB)",4.2,"₹11,299
₹15,99929% off",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,50MP + 2MP Depth + AI Lens | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Li-ion Polymer Battery,MediaTek Helio G88 Processor
396,"REDMI 11 Prime 5G (Thunder Black, 128 GB)",4.2,"₹16,985
₹17,9995% off",6 GB RAM | 128 GB ROM,5MP Rear Camera,16.71 cm (6.58 inch) Display,5000 mAh Battery,1 Year Warranty
397,"REDMI 11 Prime 5G (Meadow Green, 128 GB)",4.2,"₹17,999",6 GB RAM | 128 GB ROM,5MP Rear Camera,16.71 cm (6.58 inch) Display,5000 mAh Battery,1 Year Warranty
436,"MOTOROLA e40 (Pink Clay, 64 GB)",4.2,"₹8,999
₹10,99918% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,UNISOC T700 Processor
438,"SAMSUNG Galaxy M33 5G (Emarld Brown, 128 GB)",4.2,"₹17,077
₹24,99931% off",6 GB RAM | 128 GB ROM,50MP Rear Camera,16.76 cm (6.6 inch) Display,6000 mAh Battery,1 Year Warranty
442,"REDMI 10A (Slate grey, 64 GB)",4.2,"₹8,595
₹11,49925% off",4 GB RAM | 64 GB ROM,13MP Rear Camera,16.59 cm (6.53 inch) Display,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
462,"vivo Y01 (Elegant Black, 32 GB)",4.2,"₹7,999
₹12,99938% off",2 GB RAM | 32 GB ROM,8MP Rear Camera | 5MP Front Camera,16.54 cm (6.51 inch) HD+ Display,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
477,"Infinix Zero 20 (Green Fantasy, 128 GB)",4.2,"₹15,999
₹24,99936% off",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,108MP + 13MP + 2MP | 60 MP with OIS,17.02 cm (6.7 inch) Full HD+ Display,4500 mAh Lithium-ion Polymer Battery,Mediatek G99 Processor
485,"Infinix Note 12 Pro (Volcanic Grey, 256 GB)",4.2,"₹15,599
₹21,99929% off",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,108MP + 2MP Depth Lens + AI lens | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Lithium Ion Polymer Battery,Mediatek Helio G99 Processor
