,names,stars,price_details,memory,camara_info,display,battery,processor
31,"SAMSUNG Galaxy F04 (Opal Green, 64 GB)",4.5,"₹8,999
₹11,49921% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD Display,5000 mAh Lithium-Ion Battery,Mediatek Helio P35 Processor
37,"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)",4.5,"₹8,999
₹11,49921% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD Display,5000 mAh Lithium-Ion Battery,Mediatek Helio P35 Processor
56,"realme C30s (Stripe Blue, 32 GB)",4.5,"₹6,999
₹9,99930% off",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
61,"vivo T1 44W (Starry Sky, 128 GB)",4.5,"₹14,499
₹19,99027% off",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ AMOLED Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
63,"vivo T1 44W (Midnight Galaxy, 128 GB)",4.5,"₹14,499
₹19,99027% off",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ AMOLED Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
84,"realme C33 (Aqua Blue, 64 GB)",4.5,"₹9,999
₹12,99923% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 0.3MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
87,"OPPO A17k (Gold, 64 GB)",4.5,"₹9,499
₹12,99926% off",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,8MP Rear Camera | 5MP Front Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Battery,Mediatek Helio P35 Processor
88,"OPPO A17k (Navy Blue, 64 GB)",4.5,"₹9,499
₹12,99926% off",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,8MP Rear Camera | 5MP Front Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Battery,Mediatek Helio P35 Processor
92,"vivo T1X (Space Blue, 64 GB)",4.5,"₹11,999
₹16,99029% off",4 GB RAM | 64 GB ROM,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
96,"vivo T1X (Gravity Black, 64 GB)",4.5,"₹11,999
₹16,99029% off",4 GB RAM | 64 GB ROM,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
97,"vivo T1X (Gravity Black, 128 GB)",4.5,"₹12,999
₹17,99027% off",4 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
98,"realme 9i 5G (Rocking Black, 64 GB)",4.5,"₹14,999
₹17,99916% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
101,"realme C30s (Stripe Black, 32 GB)",4.5,"₹6,999
₹9,99930% off",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
112,"vivo T1X (Space Blue, 128 GB)",4.5,"₹12,999
₹17,99027% off",4 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
117,"realme 9i 5G (Soulful Blue, 64 GB)",4.5,"₹14,999
₹17,99916% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
119,"realme 9i 5G (Metallica Gold, 64 GB)",4.5,"₹14,999
₹17,99916% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
131,"realme C31 (Light Silver, 32 GB)",4.5,"₹9,299
₹10,99915% off",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,13MP + 2MP + 0.3MP | 5MP Front Camera,16.56 cm (6.52 inch) HD Display,5000 mAh Battery,Unisoc T612 Processor
134,"realme Narzo 50 (Speed Blue, 64 GB)",4.5,"₹11,775
₹15,99926% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G96 Processor
145,"realme C31 (Dark Green, 32 GB)",4.5,"₹9,299
₹10,99915% off",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,13MP + 2MP + 0.3MP | 5MP Front Camera,16.56 cm (6.52 inch) HD Display,5000 mAh Battery,Unisoc T612 Processor
183,"POCO X5 Pro 5G (Horizon Blue, 256 GB)",4.5,"₹24,999
₹28,99913% off",8 GB RAM | 256 GB ROM,108MP + 8MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
216,"POCO X5 Pro 5G (Astral Black, 256 GB)",4.5,"₹24,999
₹28,99913% off",8 GB RAM | 256 GB ROM,108MP + 8MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
240,"realme 10 Pro+ 5G (Dark Matter, 128 GB)",4.5,"₹24,999
₹25,9993% off",6 GB RAM | 128 GB ROM,108MP + 8MP + 2MP | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor
313,"realme 10 Pro+ 5G (Hyperspace, 128 GB)",4.5,"₹25,999
₹27,9997% off",8 GB RAM | 128 GB ROM,108MP + 8MP + 2MP | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor
316,"realme 10 Pro+ 5G (Hyperspace, 128 GB)",4.5,"₹24,999
₹25,9993% off",6 GB RAM | 128 GB ROM,108MP + 8MP + 2MP | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor
405,"realme Narzo 50i (Mint Green, 32 GB)",4.5,"₹6,921
₹7,99913% off",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) Display,5000 mAh Battery,SC9863A Processor
441,"realme Narzo 50 (Speed Black, 64 GB)",4.5,"₹11,639
₹15,99927% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G96 Processor
448,"realme Narzo 50i (Carbon Black, 32 GB)",4.5,"₹6,880
₹7,5008% off",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) Display,5000 mAh Battery,SC9863A Processor
565,"realme 8i (Space Purple, 64 GB)",4.5,"₹13,999
₹15,99912% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Battery,MediaTek Helio G96 Processor
595,"realme 9i (Prism Blue, 64 GB)",4.5,"₹13,499
₹15,99915% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium ion Battery,Qualcomm Snapdragon 680 (SM6225) Processor
607,"realme 9i (Prism Black, 128 GB)",4.5,"₹15,999
₹17,99911% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium ion Battery,Qualcomm Snapdragon 680 (SM6225) Processor
633,"REDMI Note 11 (Starburst White, 64 GB)",4.5,"₹12,650
₹18,99933% off",6 GB RAM | 64 GB ROM,50MP Rear Camera,16.33 cm (6.43 inch) Display,5000 mAh Battery,12 Months Warranty
651,"realme 9i (Prism Black, 128 GB)",4.5,"₹14,999
₹16,99911% off",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium ion Battery,Qualcomm Snapdragon 680 (SM6225) Processor
680,"realme 9 5G (Stargaze White, 64 GB)",4.5,"₹15,999
₹18,99915% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
688,"OPPO F19s (Glowing Gold, 128 GB)",4.5,"₹19,999
₹22,99013% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,48MP + 2MP + 2MP | 16MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 662 Processor
714,"realme 9 5G (Supersonic Black, 64 GB)",4.5,"₹15,999
₹18,99915% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
741,"realme 9 5G (Supersonic Blue, 64 GB)",4.5,"₹15,999
₹18,99915% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
742,"realme 9 5G (Meteor Black, 64 GB)",4.5,"₹15,999
₹18,99915% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
799,itel Power200,4.5,"₹1,376
₹1,74921% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,2500 mAh Battery,1 Year Warranty for device 6 months for accessories
819,"realme C21Y (Cross Blue, 64 GB)",4.5,"₹10,499
₹10,9994% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + 2MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,Unisoc T610 Processor
829,"realme C25_Y (Metal Grey, 64 GB)",4.5,"₹10,999
₹12,99915% off",4 GB RAM | 64 GB ROM,50MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh LiPo Battery,Unisoc T618 Processor
843,"realme 9i (Prism Blue, 128 GB)",4.5,"₹15,999
₹17,99911% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium ion Battery,Qualcomm Snapdragon 680 (SM6225) Processor
911,I Kall K20,4.5,"₹929
₹1,0047% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,2500 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
915,itel Ace 2,4.5,"₹947
₹1,49936% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1000 mAh Lithium Ion Battery,Spreadtrum Processor
1000,"OnePlus 10R (Sierra Black, 128 GB)",4.5,"₹34,480
₹38,99911% off",8 GB RAM | 128 GB ROM,50MP Rear Camera,17.02 cm (6.7 inch) Display,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1015,"Infinix Zero 5G 2023 (Submariner Black, 128 GB)",4.5,"₹17,999
₹24,99928% off",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,50MP + 2MP + 2MP | 16MP Front Camera,17.22 cm (6.78 inch) Full HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 920 Processor
1124,"APPLE iPhone 12 mini (Red, 256 GB)",4.5,"₹56,499
₹74,90024% off",256 GB ROM,12MP + 12MP | 12MP Front Camera,13.72 cm (5.4 inch) Super Retina XDR Display,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
